Policy,Iteration,Total Requests,Cache Hit Ratio,Latency,Hop Reduction
LRU,1,8,0.0,5.364418029785156e-07,-3.5
LRU,2,16,0.0,4.172325134277344e-07,-3.5
LRU,3,24,0.0,3.675619761149088e-07,-3.5
LRU,4,32,0.0,3.129243850708008e-07,-3.5
LRU,5,40,0.0,2.980232238769531e-07,-3.5
LRU,6,48,0.0,2.632538477579752e-07,-3.5
LRU,7,56,14.285714285714285,3.2356807163783484e-07,-2.9999999999999996
LRU,8,64,25.0,3.3155083656311035e-07,-2.625
LRU,9,72,33.33333333333333,3.245141771104601e-07,-2.3333333333333335
LRU,10,80,30.0,3.188848495483398e-07,-2.45
LRU,11,88,36.36363636363637,3.1969764015891333e-07,-2.227272727272727
LRU,12,96,41.66666666666667,3.129243850708008e-07,-2.0416666666666665
LRU,13,104,46.15384615384615,3.094856555645282e-07,-1.8846153846153846
LRU,14,112,50.0,3.0653817313058033e-07,-1.75
LRU,15,120,46.666666666666664,2.980232238769531e-07,-1.8666666666666667
LRU,16,128,50.0,3.03611159324646e-07,-1.75
LRU,17,136,47.05882352941176,2.9451706830193016e-07,-1.8529411764705883
LRU,18,144,44.44444444444444,2.88089116414388e-07,-1.9444444444444442
LRU,19,152,47.368421052631575,2.9018050745913856e-07,-1.8421052631578947
LRU,20,160,50.0,2.890825271606445e-07,-1.75
LRU,21,168,52.38095238095239,2.8808911641438806e-07,-1.6666666666666667
LRU,22,176,54.54545454545454,2.9260461980646307e-07,-1.5909090909090908
LRU,23,184,52.17391304347826,2.8895295184591546e-07,-1.673913043478261
LRU,24,192,54.166666666666664,2.905726432800293e-07,-1.6041666666666667
LRU,25,200,56.00000000000001,2.956390380859375e-07,-1.54
LRU,26,208,57.692307692307686,2.957307375394381e-07,-1.4807692307692306
LRU,27,216,59.25925925925925,2.9581564444082754e-07,-1.4259259259259258
LRU,28,224,57.14285714285714,2.958944865635464e-07,-1.4999999999999998
LRU,29,232,55.172413793103445,2.9185722614156786e-07,-1.5689655172413794
LRU,30,240,56.666666666666664,2.940495808919271e-07,-1.5166666666666666
LRU,31,248,58.06451612903226,2.9321639768538934e-07,-1.467741935483871
LRU,32,256,59.375,2.9243528842926025e-07,-1.421875
LRU,33,264,60.60606060606061,2.9260461980646307e-07,-1.3787878787878787
LRU,34,272,58.82352941176471,2.9101091272690714e-07,-1.4411764705882353
LRU,35,280,60.0,2.9035976954868864e-07,-1.4
LRU,36,288,61.111111111111114,2.930561701456706e-07,-1.3611111111111112
LRU,37,296,62.16216216216216,2.9641228753167234e-07,-1.3243243243243243
LRU,38,304,63.1578947368421,2.972389522351717e-07,-1.289473684210526
LRU,39,312,61.53846153846154,2.964948996519431e-07,-1.3461538461538463
LRU,40,320,62.5,2.972781658172608e-07,-1.3125
LRU,41,328,60.97560975609756,2.9584256614126813e-07,-1.3658536585365855
LRU,42,336,61.904761904761905,2.973136447724842e-07,-1.3333333333333335
LRU,43,344,62.7906976744186,2.966370693472929e-07,-1.302325581395349
LRU,44,352,63.63636363636363,2.980232238769531e-07,-1.2727272727272725
LRU,45,360,64.44444444444444,2.9736095004611545e-07,-1.2444444444444445
LRU,46,368,65.21739130434783,2.973753473033076e-07,-1.2173913043478262
LRU,47,376,65.95744680851064,2.9675503994556185e-07,-1.1914893617021276
LRU,48,384,64.58333333333334,2.949188152949015e-07,-1.2395833333333333
LRU,49,392,65.3061224489796,2.96198591894033e-07,-1.2142857142857142
LRU,50,400,64.0,2.956390380859375e-07,-1.26
LRU,51,408,64.70588235294117,2.974388646144493e-07,-1.2352941176470589
LRU,52,416,63.46153846153846,2.940113727863018e-07,-1.2788461538461537
LRU,53,424,64.15094339622641,2.963362999682156e-07,-1.2547169811320753
LRU,54,432,64.81481481481481,2.9691943415889036e-07,-1.2314814814814816
LRU,55,440,63.63636363636363,2.947720614346591e-07,-1.2727272727272725
LRU,56,448,64.28571428571429,2.958944865635463e-07,-1.25
LRU,57,456,64.91228070175438,2.969775283545778e-07,-1.2280701754385965
LRU,58,464,65.51724137931035,2.980232238769531e-07,-1.206896551724138
LRU,59,472,66.10169491525424,2.985283479852191e-07,-1.1864406779661016
LRU,60,480,66.66666666666666,3.0199686686197915e-07,-1.1666666666666667
LRU,61,488,67.21311475409836,3.024202878357934e-07,-1.1475409836065573
LRU,62,496,67.74193548387096,3.0186868483020413e-07,-1.129032258064516
LRU,63,504,68.25396825396825,3.0464596218532984e-07,-1.111111111111111
LRU,64,512,67.1875,3.0314549803733826e-07,-1.1484375
LRU,65,520,67.6923076923077,3.053591801570012e-07,-1.1307692307692307
LRU,66,528,66.66666666666666,3.0389337828665064e-07,-1.1666666666666667
LRU,67,536,65.67164179104478,3.024713316960121e-07,-1.2014925373134329
LRU,68,544,66.17647058823529,3.0328245723948757e-07,-1.1838235294117645
LRU,69,552,66.66666666666666,3.032062364661175e-07,-1.1666666666666667
LRU,70,560,65.71428571428571,3.022806985037667e-07,-1.2
LRU,71,568,66.19718309859155,3.0306023611149317e-07,-1.1830985915492955
LRU,72,576,66.66666666666666,3.038181198967828e-07,-1.1666666666666667
LRU,73,584,67.12328767123287,3.0414698875113713e-07,-1.150684931506849
LRU,74,592,66.21621621621621,3.024532988264754e-07,-1.1824324324324325
